2026-04-10 19:42:03 | INFO     | __main__:61 - Found 506 PDFs in D:\Downloads\hyperverge_dataset\pdf_files
2026-04-10 19:42:03 | INFO     | src.pdf_parser:76 - Parsing PDF: contract_001.pdf
2026-04-10 19:42:03 | INFO     | src.pdf_parser:76 - Parsing PDF: contract_003.pdf
2026-04-10 19:42:03 | INFO     | src.pdf_parser:76 - Parsing PDF: contract_002.pdf
2026-04-10 19:42:03 | INFO     | src.pdf_parser:82 - Total pages: 8
2026-04-10 19:42:03 | INFO     | src.pdf_parser:82 - Total pages: 8
2026-04-10 19:42:03 | INFO     | src.pdf_parser:76 - Parsing PDF: contract_004.pdf
2026-04-10 19:42:03 | INFO     | src.pdf_parser:99 - Parsed 8 pages, 2765 total words
2026-04-10 19:42:03 | INFO     | src.pdf_parser:99 - Parsed 8 pages, 3607 total words
2026-04-10 19:42:03 | INFO     | src.pdf_parser:82 - Total pages: 7
2026-04-10 19:42:03 | INFO     | src.extractor:86 - Processing: contract_001.pdf (8 pages, 2765 words)
2026-04-10 19:42:03 | INFO     | src.pdf_parser:82 - Total pages: 4
2026-04-10 19:42:03 | INFO     | src.extractor:86 - Processing: contract_003.pdf (8 pages, 3607 words)
2026-04-10 19:42:03 | INFO     | src.pdf_parser:99 - Parsed 7 pages, 2899 total words
2026-04-10 19:42:03 | INFO     | src.extractor:89 - Step 1/5: Chunking document...
2026-04-10 19:42:03 | DEBUG    | src.chunker:83 - Chunk 1: pages 1-2, 800 words
2026-04-10 19:42:03 | DEBUG    | src.chunker:83 - Chunk 2: pages 1-2, 800 words
2026-04-10 19:42:03 | INFO     | src.pdf_parser:99 - Parsed 4 pages, 2707 total words
2026-04-10 19:42:03 | DEBUG    | src.chunker:83 - Chunk 3: pages 2-4, 800 words
2026-04-10 19:42:03 | INFO     | src.extractor:89 - Step 1/5: Chunking document...
2026-04-10 19:42:03 | INFO     | src.extractor:86 - Processing: contract_002.pdf (7 pages, 2899 words)
2026-04-10 19:42:03 | DEBUG    | src.chunker:83 - Chunk 4: pages 3-8, 665 words
2026-04-10 19:42:03 | DEBUG    | src.chunker:83 - Chunk 1: pages 1-2, 800 words
2026-04-10 19:42:03 | INFO     | src.extractor:86 - Processing: contract_004.pdf (4 pages, 2707 words)
2026-04-10 19:42:03 | DEBUG    | src.chunker:83 - Chunk 2: pages 2-4, 800 words
2026-04-10 19:42:03 | DEBUG    | src.chunker:83 - Chunk 3: pages 3-5, 800 words
2026-04-10 19:42:03 | DEBUG    | src.chunker:83 - Chunk 4: pages 5-7, 800 words
2026-04-10 19:42:03 | INFO     | src.extractor:89 - Step 1/5: Chunking document...
2026-04-10 19:42:03 | DEBUG    | src.chunker:83 - Chunk 5: pages 6-8, 800 words
2026-04-10 19:42:03 | DEBUG    | src.chunker:83 - Chunk 1: pages 1-2, 800 words
2026-04-10 19:42:03 | DEBUG    | src.chunker:83 - Chunk 2: pages 2-4, 800 words
2026-04-10 19:42:03 | DEBUG    | src.chunker:83 - Chunk 6: pages 8-8, 107 words
2026-04-10 19:42:03 | INFO     | src.chunker:96 - Created 4 chunks from 2765 words
2026-04-10 19:42:03 | DEBUG    | src.chunker:83 - Chunk 3: pages 4-5, 800 words
2026-04-10 19:42:03 | INFO     | src.extractor:89 - Step 1/5: Chunking document...
2026-04-10 19:42:03 | DEBUG    | src.chunker:83 - Chunk 4: pages 5-7, 799 words
2026-04-10 19:42:03 | INFO     | src.chunker:96 - Created 6 chunks from 3607 words
2026-04-10 19:42:03 | DEBUG    | src.chunker:83 - Chunk 1: pages 1-1, 800 words
2026-04-10 19:42:03 | DEBUG    | src.chunker:83 - Chunk 5: pages 7-7, 99 words
2026-04-10 19:42:03 | INFO     | src.extractor:91 - Created 4 chunks
2026-04-10 19:42:03 | DEBUG    | src.chunker:83 - Chunk 2: pages 1-2, 800 words
2026-04-10 19:42:03 | INFO     | src.extractor:91 - Created 6 chunks
2026-04-10 19:42:03 | DEBUG    | src.chunker:83 - Chunk 3: pages 2-4, 800 words
2026-04-10 19:42:03 | INFO     | src.chunker:96 - Created 5 chunks from 2899 words
2026-04-10 19:42:03 | DEBUG    | src.chunker:83 - Chunk 4: pages 4-4, 607 words
2026-04-10 19:42:03 | INFO     | src.extractor:94 - Step 2/5: Building FAISS index...
2026-04-10 19:42:03 | INFO     | src.extractor:94 - Step 2/5: Building FAISS index...
2026-04-10 19:42:03 | INFO     | src.extractor:91 - Created 5 chunks
2026-04-10 19:42:03 | INFO     | src.chunker:96 - Created 4 chunks from 2707 words
2026-04-10 19:42:03 | INFO     | src.embeddings:27 - Loading embedding model: all-MiniLM-L6-v2
2026-04-10 19:42:03 | INFO     | src.embeddings:27 - Loading embedding model: all-MiniLM-L6-v2
2026-04-10 19:42:03 | INFO     | src.extractor:94 - Step 2/5: Building FAISS index...
2026-04-10 19:42:03 | INFO     | src.extractor:91 - Created 4 chunks
2026-04-10 19:42:03 | INFO     | src.embeddings:27 - Loading embedding model: all-MiniLM-L6-v2
2026-04-10 19:42:03 | INFO     | src.extractor:94 - Step 2/5: Building FAISS index...
2026-04-10 19:42:03 | INFO     | src.embeddings:27 - Loading embedding model: all-MiniLM-L6-v2
2026-04-10 19:42:08 | INFO     | src.embeddings:29 - Embedding model loaded
2026-04-10 19:42:08 | INFO     | src.embeddings:59 - Encoding 6 chunks...
2026-04-10 19:42:08 | INFO     | src.embeddings:29 - Embedding model loaded
2026-04-10 19:42:08 | INFO     | src.embeddings:59 - Encoding 4 chunks...
2026-04-10 19:42:08 | INFO     | src.embeddings:29 - Embedding model loaded
2026-04-10 19:42:08 | INFO     | src.embeddings:29 - Embedding model loaded
2026-04-10 19:42:08 | INFO     | src.embeddings:59 - Encoding 5 chunks...
2026-04-10 19:42:08 | INFO     | src.embeddings:59 - Encoding 4 chunks...
2026-04-10 19:42:10 | INFO     | src.embeddings:74 - FAISS index built: 4 vectors, dim=384
2026-04-10 19:42:10 | INFO     | src.embeddings:74 - FAISS index built: 4 vectors, dim=384
2026-04-10 19:42:10 | INFO     | src.extractor:98 - Step 3/5: Retrieving relevant chunks per clause...
2026-04-10 19:42:10 | DEBUG    | src.retriever:110 - Retrieving for 'contract_type' with 6 queries
2026-04-10 19:42:10 | INFO     | src.extractor:98 - Step 3/5: Retrieving relevant chunks per clause...
2026-04-10 19:42:10 | DEBUG    | src.retriever:110 - Retrieving for 'contract_type' with 6 queries
2026-04-10 19:42:10 | DEBUG    | src.embeddings:110 - Query: 'this agreement is a service agreement...' → top scores: [0.484, 0.449, 0.432]
